index,Month,Parameter,Main-Sector,Sub-Sector,Industry,Value,Upload_Date,rank
483.00,30-04-2019,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
484.00,30-04-2019,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
485.00,30-04-2019,No of Issues,Others,Others,Others,2.00,16-10-2024,1.00
486.00,31-05-2019,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,4.00,16-10-2024,1.00
487.00,31-05-2019,No of Issues,Industrials,Capital Goods,Electrical Equipment,1.00,16-10-2024,1.00
488.00,31-05-2019,No of Issues,Services,Services,Engineering Services,1.00,16-10-2024,1.00
489.00,31-05-2019,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
490.00,31-05-2019,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
491.00,31-05-2019,No of Issues,Others,Others,Others,2.00,16-10-2024,1.00
492.00,31-05-2019,No of Issues,Telecommunication,Telecommunication,Telecom - Services,2.00,16-10-2024,1.00
493.00,30-06-2019,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
494.00,30-06-2019,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
495.00,30-06-2019,No of Issues,Telecommunication,Telecommunication,Telecom - Services,1.00,16-10-2024,1.00
496.00,31-07-2019,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
497.00,31-07-2019,No of Issues,Services,Services,Engineering Services,1.00,16-10-2024,1.00
498.00,31-07-2019,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
499.00,31-07-2019,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
500.00,31-07-2019,No of Issues,Others,Others,Others,7.00,16-10-2024,1.00
501.00,31-08-2019,No of Issues,Industrials,Capital Goods,Electrical Equipment,2.00,16-10-2024,1.00
502.00,31-08-2019,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
503.00,31-08-2019,No of Issues,Others,Others,Others,3.00,16-10-2024,1.00
504.00,30-09-2019,No of Issues,Industrials,Capital Goods,Electrical Equipment,1.00,16-10-2024,1.00
505.00,30-09-2019,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
506.00,30-09-2019,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
507.00,30-09-2019,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
508.00,31-10-2019,No of Issues,Commodities,Construction Materials,Cement & Cement Products,2.00,16-10-2024,1.00
509.00,31-10-2019,No of Issues,Services,Services,Engineering Services,2.00,16-10-2024,1.00
510.00,31-10-2019,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
511.00,31-10-2019,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
512.00,31-10-2019,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
513.00,31-10-2019,No of Issues,Others,Others,Others,3.00,16-10-2024,1.00
514.00,30-11-2019,No of Issues,Others,Others,Others,2.00,16-10-2024,1.00
515.00,31-12-2019,No of Issues,Financial Services,Financial Services,Banks,1.00,16-10-2024,1.00
516.00,31-12-2019,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
517.00,31-12-2019,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
518.00,31-12-2019,No of Issues,Others,Others,Others,2.00,16-10-2024,1.00
519.00,31-01-2020,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
520.00,31-01-2020,No of Issues,Healthcare,Healthcare,Healthcare Services,2.00,16-10-2024,1.00
521.00,31-01-2020,No of Issues,Others,Others,Others,2.00,16-10-2024,1.00
522.00,29-02-2020,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
523.00,29-02-2020,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,4.00,16-10-2024,1.00
524.00,29-02-2020,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
525.00,29-02-2020,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
526.00,29-02-2020,No of Issues,Others,Others,Others,2.00,16-10-2024,1.00
527.00,31-03-2020,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
528.00,31-03-2020,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
529.00,31-03-2020,No of Issues,Others,Others,Others,5.00,16-10-2024,1.00
530.00,30-04-2020,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
531.00,30-04-2020,No of Issues,Others,Others,Others,3.00,16-10-2024,1.00
532.00,30-06-2020,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
533.00,30-06-2020,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
534.00,31-07-2020,No of Issues,Financial Services,Financial Services,Banks,1.00,16-10-2024,1.00
535.00,31-07-2020,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
536.00,31-07-2020,No of Issues,Services,Services,Engineering Services,1.00,16-10-2024,1.00
537.00,31-07-2020,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
538.00,31-07-2020,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
539.00,31-08-2020,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
540.00,31-08-2020,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
541.00,31-08-2020,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
542.00,31-08-2020,No of Issues,Others,Others,Others,5.00,16-10-2024,1.00
543.00,31-08-2020,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
544.00,30-09-2020,No of Issues,Industrials,Capital Goods,Electrical Equipment,1.00,16-10-2024,1.00
545.00,30-09-2020,No of Issues,Information Technology,Information Technology,IT - Services,2.00,16-10-2024,1.00
546.00,30-09-2020,No of Issues,Others,Others,Others,2.00,16-10-2024,1.00
547.00,31-10-2020,No of Issues,Commodities,Construction Materials,Cement & Cement Products,2.00,16-10-2024,1.00
548.00,31-10-2020,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,3.00,16-10-2024,1.00
549.00,31-10-2020,No of Issues,Services,Services,Engineering Services,2.00,16-10-2024,1.00
550.00,31-10-2020,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
551.00,31-10-2020,No of Issues,Financial Services,Financial Services,Finance,3.00,16-10-2024,1.00
552.00,31-10-2020,No of Issues,Information Technology,Information Technology,IT - Services,3.00,16-10-2024,1.00
553.00,31-10-2020,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,1.00,16-10-2024,1.00
554.00,31-10-2020,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
555.00,31-10-2020,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
556.00,30-11-2020,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
557.00,30-11-2020,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
558.00,30-11-2020,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
559.00,30-11-2020,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
560.00,31-12-2020,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
561.00,31-12-2020,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,4.00,16-10-2024,1.00
562.00,31-12-2020,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
563.00,31-01-2021,No of Issues,Services,Services,Engineering Services,1.00,16-10-2024,1.00
564.00,31-01-2021,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
565.00,31-01-2021,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
566.00,28-02-2021,No of Issues,Financial Services,Financial Services,Finance,2.00,16-10-2024,1.00
567.00,28-02-2021,No of Issues,Others,Others,Others,5.00,16-10-2024,1.00
568.00,31-03-2021,No of Issues,Consumer Discretionary,Automobile and Auto Components,Automobiles,2.00,16-10-2024,1.00
569.00,31-03-2021,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,2.00,16-10-2024,1.00
570.00,31-03-2021,No of Issues,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,1.00,16-10-2024,1.00
571.00,31-03-2021,No of Issues,Services,Services,Engineering Services,3.00,16-10-2024,1.00
572.00,31-03-2021,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
573.00,31-03-2021,No of Issues,Financial Services,Financial Services,Finance,2.00,16-10-2024,1.00
574.00,31-03-2021,No of Issues,Information Technology,Information Technology,IT - Services,2.00,16-10-2024,1.00
575.00,31-03-2021,No of Issues,Others,Others,Others,6.00,16-10-2024,1.00
576.00,31-03-2021,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
577.00,30-04-2021,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
578.00,30-04-2021,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
579.00,30-04-2021,No of Issues,Services,Services,Engineering Services,2.00,16-10-2024,1.00
580.00,30-04-2021,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
581.00,30-04-2021,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,1.00,16-10-2024,1.00
582.00,30-04-2021,No of Issues,Others,Others,Others,5.00,16-10-2024,1.00
583.00,31-05-2021,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
584.00,31-05-2021,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
585.00,30-06-2021,No of Issues,Consumer Discretionary,Automobile and Auto Components,Automobiles,1.00,16-10-2024,1.00
586.00,30-06-2021,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,4.00,16-10-2024,1.00
587.00,30-06-2021,No of Issues,Healthcare,Healthcare,Healthcare Services,2.00,16-10-2024,1.00
588.00,30-06-2021,No of Issues,Others,Others,Others,5.00,16-10-2024,1.00
589.00,31-07-2021,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,4.00,16-10-2024,1.00
590.00,31-07-2021,No of Issues,Industrials,Capital Goods,Electrical Equipment,1.00,16-10-2024,1.00
591.00,31-07-2021,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
592.00,31-07-2021,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
593.00,31-07-2021,No of Issues,Others,Others,Others,4.00,16-10-2024,1.00
594.00,31-08-2021,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
595.00,31-08-2021,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
596.00,31-08-2021,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
597.00,31-08-2021,No of Issues,Information Technology,Information Technology,IT - Services,2.00,16-10-2024,1.00
598.00,31-08-2021,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,1.00,16-10-2024,1.00
599.00,31-08-2021,No of Issues,Others,Others,Others,10.00,16-10-2024,1.00
600.00,30-09-2021,No of Issues,Commodities,Construction Materials,Cement & Cement Products,2.00,16-10-2024,1.00
601.00,30-09-2021,No of Issues,Healthcare,Healthcare,Healthcare Services,5.00,16-10-2024,1.00
602.00,30-09-2021,No of Issues,Information Technology,Information Technology,IT - Services,3.00,16-10-2024,1.00
603.00,30-09-2021,No of Issues,Others,Others,Others,2.00,16-10-2024,1.00
604.00,31-10-2021,No of Issues,Commodities,Construction Materials,Cement & Cement Products,3.00,16-10-2024,1.00
605.00,31-10-2021,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
606.00,31-10-2021,No of Issues,Industrials,Capital Goods,Electrical Equipment,1.00,16-10-2024,1.00
607.00,31-10-2021,No of Issues,Services,Services,Engineering Services,1.00,16-10-2024,1.00
608.00,31-10-2021,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
609.00,31-10-2021,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
610.00,31-10-2021,No of Issues,Others,Others,Others,10.00,16-10-2024,1.00
611.00,30-11-2021,No of Issues,Financial Services,Financial Services,Banks,1.00,16-10-2024,1.00
612.00,30-11-2021,No of Issues,Commodities,Construction Materials,Cement & Cement Products,2.00,16-10-2024,1.00
613.00,30-11-2021,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
614.00,30-11-2021,No of Issues,Healthcare,Healthcare,Healthcare Services,3.00,16-10-2024,1.00
615.00,30-11-2021,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
616.00,30-11-2021,No of Issues,Energy,"Oil, Gas & Consumable Fuels",Oil,1.00,16-10-2024,1.00
617.00,30-11-2021,No of Issues,Others,Others,Others,6.00,16-10-2024,1.00
618.00,30-11-2021,No of Issues,Telecommunication,Telecommunication,Telecom - Services,1.00,16-10-2024,1.00
619.00,30-11-2021,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
620.00,31-12-2021,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
621.00,31-12-2021,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
622.00,31-12-2021,No of Issues,Industrials,Capital Goods,Electrical Equipment,2.00,16-10-2024,1.00
623.00,31-12-2021,No of Issues,Services,Services,Engineering Services,1.00,16-10-2024,1.00
624.00,31-12-2021,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
625.00,31-12-2021,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
626.00,31-12-2021,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
627.00,31-12-2021,No of Issues,Information Technology,Information Technology,IT - Services,3.00,16-10-2024,1.00
628.00,31-12-2021,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,1.00,16-10-2024,1.00
629.00,31-12-2021,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
630.00,31-12-2021,No of Issues,Others,Others,Others,17.00,16-10-2024,1.00
631.00,31-12-2021,No of Issues,Telecommunication,Telecommunication,Telecom - Services,1.00,16-10-2024,1.00
632.00,31-01-2022,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
633.00,31-01-2022,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
634.00,31-01-2022,No of Issues,Healthcare,Healthcare,Healthcare Services,2.00,16-10-2024,1.00
635.00,31-01-2022,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
636.00,31-01-2022,No of Issues,Others,Others,Others,5.00,16-10-2024,1.00
637.00,31-01-2022,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
638.00,28-02-2022,No of Issues,Consumer Discretionary,Automobile and Auto Components,Automobiles,1.00,16-10-2024,1.00
639.00,28-02-2022,No of Issues,Services,Services,Engineering Services,1.00,16-10-2024,1.00
640.00,28-02-2022,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
641.00,28-02-2022,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
642.00,28-02-2022,No of Issues,Others,Others,Others,9.00,16-10-2024,1.00
643.00,31-03-2022,No of Issues,Consumer Discretionary,Automobile and Auto Components,Automobiles,1.00,16-10-2024,1.00
644.00,31-03-2022,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
645.00,31-03-2022,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
646.00,31-03-2022,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
647.00,31-03-2022,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,6.00,16-10-2024,1.00
648.00,31-03-2022,No of Issues,Healthcare,Healthcare,Healthcare Services,2.00,16-10-2024,1.00
649.00,31-03-2022,No of Issues,Information Technology,Information Technology,IT - Services,2.00,16-10-2024,1.00
650.00,31-03-2022,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,1.00,16-10-2024,1.00
651.00,31-03-2022,No of Issues,Others,Others,Others,3.00,16-10-2024,1.00
652.00,31-03-2022,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
653.00,30-04-2022,No of Issues,Commodities,Construction Materials,Cement & Cement Products,2.00,16-10-2024,1.00
654.00,30-04-2022,No of Issues,Services,Services,Engineering Services,1.00,16-10-2024,1.00
655.00,30-04-2022,No of Issues,Financial Services,Financial Services,Finance,2.00,16-10-2024,1.00
656.00,30-04-2022,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
657.00,30-04-2022,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
658.00,30-04-2022,No of Issues,Energy,"Oil, Gas & Consumable Fuels",Oil,1.00,16-10-2024,1.00
659.00,30-04-2022,No of Issues,Others,Others,Others,7.00,16-10-2024,1.00
660.00,31-05-2022,No of Issues,Commodities,Construction Materials,Cement & Cement Products,2.00,16-10-2024,1.00
661.00,31-05-2022,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,2.00,16-10-2024,1.00
662.00,31-05-2022,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
663.00,31-05-2022,No of Issues,Healthcare,Healthcare,Healthcare Services,3.00,16-10-2024,1.00
664.00,31-05-2022,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
665.00,31-05-2022,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
666.00,31-05-2022,No of Issues,Others,Others,Others,8.00,16-10-2024,1.00
667.00,31-05-2022,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
668.00,30-06-2022,No of Issues,Financial Services,Financial Services,Banks,1.00,16-10-2024,1.00
669.00,30-06-2022,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
670.00,30-06-2022,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,3.00,16-10-2024,1.00
671.00,30-06-2022,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
672.00,30-06-2022,No of Issues,Information Technology,Information Technology,IT - Services,3.00,16-10-2024,1.00
673.00,30-06-2022,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,1.00,16-10-2024,1.00
674.00,30-06-2022,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
675.00,30-06-2022,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
676.00,31-07-2022,No of Issues,Commodities,Construction Materials,Cement & Cement Products,4.00,16-10-2024,1.00
677.00,31-07-2022,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
678.00,31-07-2022,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
679.00,31-07-2022,No of Issues,Others,Others,Others,6.00,16-10-2024,1.00
680.00,31-07-2022,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,3.00,16-10-2024,1.00
681.00,31-08-2022,No of Issues,Industrials,Capital Goods,Electrical Equipment,1.00,16-10-2024,1.00
682.00,31-08-2022,No of Issues,Services,Services,Engineering Services,3.00,16-10-2024,1.00
683.00,31-08-2022,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
684.00,31-08-2022,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
685.00,31-08-2022,No of Issues,Others,Others,Others,2.00,16-10-2024,1.00
686.00,31-08-2022,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
687.00,30-09-2022,No of Issues,Financial Services,Financial Services,Banks,1.00,16-10-2024,1.00
688.00,30-09-2022,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
689.00,30-09-2022,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
690.00,30-09-2022,No of Issues,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,1.00,16-10-2024,1.00
691.00,30-09-2022,No of Issues,Industrials,Capital Goods,Electrical Equipment,3.00,16-10-2024,1.00
692.00,30-09-2022,No of Issues,Services,Services,Engineering Services,4.00,16-10-2024,1.00
693.00,30-09-2022,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
694.00,30-09-2022,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,4.00,16-10-2024,1.00
695.00,30-09-2022,No of Issues,Healthcare,Healthcare,Healthcare Services,3.00,16-10-2024,1.00
696.00,30-09-2022,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
697.00,30-09-2022,No of Issues,Others,Others,Others,12.00,16-10-2024,1.00
698.00,31-10-2022,No of Issues,Industrials,Capital Goods,Electrical Equipment,3.00,16-10-2024,1.00
699.00,31-10-2022,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
700.00,31-10-2022,No of Issues,Healthcare,Healthcare,Healthcare Services,2.00,16-10-2024,1.00
701.00,31-10-2022,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
702.00,31-10-2022,No of Issues,Others,Others,Others,19.00,16-10-2024,1.00
703.00,31-10-2022,No of Issues,Telecommunication,Telecommunication,Telecom - Services,1.00,16-10-2024,1.00
704.00,30-11-2022,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
705.00,30-11-2022,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,4.00,16-10-2024,1.00
706.00,30-11-2022,No of Issues,Financial Services,Financial Services,Finance,2.00,16-10-2024,1.00
707.00,30-11-2022,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
708.00,30-11-2022,No of Issues,Healthcare,Healthcare,Healthcare Services,2.00,16-10-2024,1.00
709.00,30-11-2022,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
710.00,30-11-2022,No of Issues,Others,Others,Others,8.00,16-10-2024,1.00
711.00,30-11-2022,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
712.00,31-12-2022,No of Issues,Consumer Discretionary,Automobile and Auto Components,Automobiles,1.00,16-10-2024,1.00
713.00,31-12-2022,No of Issues,Financial Services,Financial Services,Banks,1.00,16-10-2024,1.00
714.00,31-12-2022,No of Issues,Industrials,Capital Goods,Electrical Equipment,2.00,16-10-2024,1.00
715.00,31-12-2022,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,4.00,16-10-2024,1.00
716.00,31-12-2022,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
717.00,31-12-2022,No of Issues,Energy,"Oil, Gas & Consumable Fuels",Oil,1.00,16-10-2024,1.00
718.00,31-12-2022,No of Issues,Others,Others,Others,13.00,16-10-2024,1.00
719.00,31-01-2023,No of Issues,Financial Services,Financial Services,Banks,2.00,16-10-2024,1.00
720.00,31-01-2023,No of Issues,Commodities,Construction Materials,Cement & Cement Products,2.00,16-10-2024,1.00
721.00,31-01-2023,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
722.00,31-01-2023,No of Issues,Industrials,Capital Goods,Electrical Equipment,2.00,16-10-2024,1.00
723.00,31-01-2023,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
724.00,31-01-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,4.00,16-10-2024,1.00
725.00,31-01-2023,No of Issues,Others,Others,Others,9.00,16-10-2024,1.00
726.00,31-01-2023,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,2.00,16-10-2024,1.00
727.00,28-02-2023,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
728.00,28-02-2023,No of Issues,Industrials,Capital Goods,Electrical Equipment,1.00,16-10-2024,1.00
729.00,28-02-2023,No of Issues,Others,Others,Others,14.00,16-10-2024,1.00
730.00,28-02-2023,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
731.00,31-03-2023,No of Issues,Commodities,Construction Materials,Cement & Cement Products,2.00,16-10-2024,1.00
732.00,31-03-2023,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,4.00,16-10-2024,1.00
733.00,31-03-2023,No of Issues,Industrials,Capital Goods,Electrical Equipment,1.00,16-10-2024,1.00
734.00,31-03-2023,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
735.00,31-03-2023,No of Issues,Healthcare,Healthcare,Healthcare Services,3.00,16-10-2024,1.00
736.00,31-03-2023,No of Issues,Others,Others,Others,26.00,16-10-2024,1.00
737.00,30-04-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,1.00,16-10-2024,1.00
738.00,30-04-2023,No of Issues,Financial Services,Financial Services,Capital Markets,1.00,16-10-2024,1.00
739.00,30-04-2023,No of Issues,Industrials,Construction,Construction,1.00,16-10-2024,1.00
740.00,30-04-2023,No of Issues,Industrials,Capital Goods,Electrical Equipment,1.00,16-10-2024,1.00
741.00,30-04-2023,No of Issues,Financial Services,Financial Services,Financial Technology (Fintech),1.00,16-10-2024,1.00
742.00,30-04-2023,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
743.00,30-04-2023,No of Issues,Industrials,Capital Goods,Industrial Products,4.00,16-10-2024,1.00
744.00,30-04-2023,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
745.00,30-04-2023,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,2.00,16-10-2024,1.00
746.00,30-04-2023,No of Issues,Utilities,Power,Power,1.00,16-10-2024,1.00
747.00,31-05-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,1.00,16-10-2024,1.00
748.00,31-05-2023,No of Issues,Industrials,Construction,Construction,2.00,16-10-2024,1.00
749.00,31-05-2023,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,2.00,16-10-2024,1.00
750.00,31-05-2023,No of Issues,Financial Services,Financial Services,Finance,2.00,16-10-2024,1.00
751.00,31-05-2023,No of Issues,Information Technology,Information Technology,IT - Software,1.00,16-10-2024,1.00
